Time,X,Y,Z
2.964,-0.001119,0.025828,0.669549
2.968,0.18461,-0.012872,0.683865
2.972,0.108849,0.020472,0.659904
2.976,0.07537,-0.020112,0.662313
2.98,0.130066,-0.057493,0.753425
2.984,0.130463,-0.06399,0.729556
2.988,0.019593,-0.021089,0.722365
2.992,0.105542,-0.075381,0.679341
2.996,0.15759,-0.013651,0.734359
3.0,0.100314,-0.042312,0.70084
3.004,0.085868,-0.045232,0.770236
3.008,0.121507,-0.007987,0.738977
3.012,0.118548,-0.020582,0.741297
3.016,0.063907,-0.012097,0.762736
3.02,0.0904,0.013164,0.717111
3.024,0.080865,-0.02106,0.769725
3.028,0.052562,0.027974,0.678578
3.032,0.114372,-0.003809,0.6785
3.036,-0.044682,0.542919,0.582019
3.04,0.140647,0.894625,0.318549
3.044,0.16861,-0.487031,0.899442
3.048,-0.197529,-0.169551,0.684383
3.052,0.011185,0.166421,0.36595
3.056,-0.037037,-0.323563,0.819271
3.06,0.041331,-0.160051,0.587577
3.064,-0.063051,0.046928,0.723981
3.068,0.08743,-0.219509,0.805874
3.072,0.005624,-0.161533,0.71521
3.076,-0.046281,0.005645,0.662507
3.08,0.052429,-0.080039,0.720056
3.084,-0.000865,-0.021419,0.681618
3.088,0.061876,-0.064528,0.73671
3.092,0.031989,0.042994,0.765171
3.096,0.084616,-0.029916,0.693202
3.1,0.100787,-0.082774,0.683596
3.104,0.062983,-0.000527,0.743304
3.108,0.145566,0.047837,0.582606
3.112,0.130067,0.005488,0.752457
3.116,0.13178,0.04707,0.637317
3.12,0.114401,0.038522,0.68027
3.124,0.176947,0.0043,0.747226
3.128,0.187164,0.006369,0.586702
3.132,0.154752,0.030103,0.648933
3.136,0.104059,-0.012333,0.632237
3.14,0.202579,-0.016418,0.701745
3.144,0.172231,-0.001598,0.677825
3.148,0.165829,0.029382,0.699344
3.152,0.16412,0.048087,0.747173
3.156,0.185887,-0.145657,0.757022
3.16,0.1414,-0.144784,0.745393
3.164,0.105101,-0.045268,0.755114
3.168,0.156002,-0.058941,0.781517
3.172,0.123878,-0.104885,0.702689
3.176,0.069382,-0.087117,0.729152
3.18,0.180218,-0.081155,0.628672
3.184,0.115247,-0.14841,0.703161
3.188,0.056515,0.041564,0.683832
3.192,0.038277,0.002422,0.671775
3.196,0.100725,0.003864,0.709991
3.2,0.032688,0.019468,0.673952
3.204,0.097312,0.037336,0.678598
3.208,0.05993,0.005535,0.673744
3.212,0.063129,0.014445,0.728764
3.216,0.049751,0.002139,0.692814
3.22,0.04839,-0.030983,0.637786
3.224,0.059013,-0.012014,0.740762
3.228,0.040993,-0.014284,0.649779
3.232,0.047095,-0.006903,0.664187
3.236,0.20229,0.012321,0.522853
3.24,0.051124,-0.114772,0.594978
3.244,0.083025,0.068715,0.614044
3.248,0.057134,-0.067171,0.714709
3.2520000000000002,-0.472968,0.738963,-0.375025
3.2560000000000002,-0.172026,0.053242,0.71458
3.2600000000000002,1.186096,0.592398,-1.891262
3.2640000000000002,1.643472,-2.534462,2.236968
3.2680000000000002,-0.376325,-0.106392,1.042819
3.2720000000000002,-0.209913,0.263853,0.504868
3.2760000000000002,0.616794,0.034052,0.480107
3.2800000000000002,-0.163985,0.093365,0.738744
3.2840000000000003,0.031116,-0.176881,0.988089
3.2880000000000003,0.098162,-0.07766,1.231591
3.2920000000000003,-0.238517,0.05403,1.144271
3.2960000000000003,-0.317874,0.148798,0.934917
3.3000000000000003,-0.351821,0.363666,0.888431
3.3040000000000003,-0.512437,0.398638,0.928625
3.3080000000000003,-0.489735,0.262417,1.06263
3.3120000000000003,-0.374768,0.200779,0.921242
3.3160000000000003,-0.217057,0.248261,0.859069
3.3200000000000003,-0.05342,0.176334,0.907475
3.3240000000000003,0.056479,0.136867,0.865237
3.3280000000000003,0.065337,0.114712,0.914395
3.332,0.166705,0.00963,0.841844
3.336,0.204279,-0.072563,0.872545
3.34,0.181747,-0.011935,0.881716
3.344,0.239144,0.020217,0.902992
3.348,0.258053,-0.005391,0.857577
3.352,0.310604,0.011928,0.769438
3.356,0.251852,-0.010716,0.8827
3.36,0.326224,-0.014361,0.764028
3.364,0.379315,-0.092339,0.815824
3.368,0.316743,-0.138737,0.896554
3.372,0.289862,-0.007863,0.699601
3.376,0.287971,-0.111548,0.71904
3.38,0.362346,-0.150769,0.767343
3.384,0.332307,-0.289597,0.873447
3.388,0.163147,-0.244319,0.785339
3.392,0.172111,-0.153122,0.821612
3.396,0.172903,-0.230588,0.88901
3.4,0.070079,-0.0458,0.776788
3.404,0.09657,-0.246374,0.980888
3.408,-0.004756,-0.257977,1.064552
3.412,-0.03207,-0.051566,0.924775
3.416,0.331784,-0.740235,1.318351
3.42,-0.062653,-0.1993,1.000953
3.424,0.042053,-0.16216,1.011057
3.428,0.087456,-0.104754,0.94585
3.432,0.0198,-0.258458,1.243834
3.436,-0.009531,-0.120062,1.111832
3.44,-0.035626,0.010821,0.993756
3.444,0.004106,-0.028521,1.114686
3.448,-0.199928,0.059415,1.010256
3.452,-0.02657,0.12415,0.982425
3.456,-0.044018,0.082525,1.03386
3.46,0.010797,0.146251,0.949124
3.464,0.087678,0.075239,0.936845
3.468,0.166712,0.092592,0.922883
3.472,0.138994,0.033979,0.873883
3.476,0.111812,0.075928,0.964183
3.48,0.038163,0.039893,0.865865
3.484,0.071869,0.064022,0.861338
3.488,-0.0154,-0.069483,0.950699
3.492,0.10125,-0.12756,0.898837
3.496,0.052055,0.006706,0.777363
3.5,0.2763,-0.112103,0.768842
3.504,0.266054,-0.235599,0.870644
3.508,0.253264,-0.287435,0.924275
3.512,0.216699,-0.278586,0.910383
3.516,0.216928,-0.258035,0.965366
3.52,0.193371,-0.180724,0.87874
3.524,0.185057,-0.202372,1.07674
3.528,0.23931,-0.183655,1.061241
3.532,0.130329,-0.128693,1.014486
3.536,0.041111,-0.097454,1.09686
3.54,0.006333,-0.09127,1.078525
3.544,0.03442,-0.060975,1.041017
3.548,-0.13663,0.018362,0.93922
3.552,0.00701,0.114015,0.830307
3.556,0.034781,0.13369,0.829573
3.56,0.123953,0.086706,0.855859
3.564,0.025641,-0.032807,0.885249
3.568,0.103947,-0.075989,0.943641
3.572,0.020928,-0.071211,0.848909
3.576,-0.143673,-0.139437,0.871915
3.58,0.118268,-0.135478,1.066548
3.584,-0.018275,-0.102705,0.964034
3.588,0.010825,-0.350461,1.074803
3.592,-0.305767,-0.139418,1.105824
3.596,-0.060194,-0.113565,0.984893
3.6,-0.023784,-0.025571,0.880457
3.604,-0.010491,-0.057793,0.991399
3.608,-0.037241,-0.01559,0.953744
3.612,-0.037452,-0.049037,0.968728
3.616,-0.106016,-0.086654,1.010037
3.62,-0.038497,0.020082,1.026956
3.624,-0.058886,-0.029481,0.938579
3.628,-0.028875,-0.014089,0.943465
3.632,-0.041112,-0.062138,0.941202
3.636,-0.225033,0.023629,0.843192
3.64,-0.042579,0.002207,0.805011
3.644,-0.013969,0.025461,0.822073
3.648,0.052979,0.166431,0.671822
3.652,-0.058805,0.178363,0.630201
3.656,0.111903,-0.014259,0.850146
3.66,0.053606,0.062834,0.562794
3.664,0.066919,-0.075305,0.862531
3.668,0.132879,-0.103621,0.870054
3.672,0.107072,-0.110693,0.868105
3.676,0.214749,-0.144595,0.909181
3.68,0.168459,-0.229995,0.993366
3.684,0.094524,-0.208791,0.991
3.688,0.104023,-0.192797,0.993069
3.692,0.026169,-0.084812,0.96125
3.696,0.133204,-0.149951,1.01065
3.7,0.135727,-0.095079,0.93772
3.704,0.143252,-0.101075,0.953313
3.708,0.134325,-0.095992,1.023917
3.712,0.131139,-0.098481,0.958033
3.716,0.107533,-0.143408,0.923445
3.72,0.084968,-0.053572,0.848017
3.724,-0.242125,-0.040659,0.85429
3.728,0.075958,0.00228,0.838745
3.732,0.090604,-0.008426,0.890478
3.736,-0.062221,0.035086,0.777298
3.74,0.105668,-0.029536,0.879727
3.744,0.116135,-0.071703,0.864945
3.748,0.152914,-0.130318,0.876543
3.7520000000000002,0.092779,-0.126447,0.861902
3.7560000000000002,0.152759,-0.122609,0.823332
3.7600000000000002,0.216501,-0.177442,0.983503
3.7640000000000002,0.026553,-0.125124,0.959354
3.7680000000000002,0.138994,-0.050076,0.908612
3.7720000000000002,0.200818,-0.042486,0.87218
3.7760000000000002,0.108652,-0.144031,0.883868
3.7800000000000002,0.119891,-0.129603,0.82598
3.7840000000000003,0.157675,-0.033475,0.894813
3.7880000000000003,0.072637,-0.080233,0.832124
3.7920000000000003,0.161214,-0.138981,0.963355
3.7960000000000003,0.128679,-0.108369,0.929228
3.8000000000000003,0.115836,-0.138315,0.94776
3.8040000000000003,0.052304,-0.055919,0.935027
3.8080000000000003,0.020947,-0.064908,0.872044
3.8120000000000003,0.056193,-0.02225,0.943065
3.8160000000000003,0.105468,0.034401,0.865556
3.8200000000000003,0.012794,-0.038535,0.932098
3.8240000000000003,-0.161027,-0.003372,0.833618
3.8280000000000003,-0.041081,-0.032187,0.818828
3.8320000000000003,0.12694,0.194906,0.782077
3.8360000000000003,0.03101,0.040178,0.7626
3.84,0.172076,-0.123026,0.829504
3.844,0.07115,-0.176891,0.867986
3.848,-0.134747,0.026628,0.784193
3.852,-0.02231,-0.349516,0.837617
3.856,0.259743,-0.19195,0.765856
3.86,0.183546,-0.123391,0.75401
3.864,0.035998,-0.063098,0.845267
3.868,0.074421,-0.090302,0.881485
3.872,-0.029356,-0.000405,0.982239
3.876,0.176778,-0.213434,0.965498
3.88,-0.032669,0.061667,0.826587
3.884,-0.130608,0.042167,0.800351
3.888,0.407102,-0.314922,0.934392
3.892,-0.100677,-0.144365,0.884482
3.896,0.03949,-0.035779,0.932308
3.9,0.038853,-0.037463,0.82449
3.904,-0.06832,0.000136,0.94178
3.908,0.004869,0.081819,0.860027
3.912,-0.024089,0.059025,0.77843
3.916,0.13284,0.025652,0.811652
3.92,-0.009147,0.023609,0.780461
3.924,0.08451,-0.044207,0.866621
3.928,0.064039,0.014192,0.780348
3.932,0.103431,-0.05467,0.837956
3.936,0.148288,-0.039061,0.795088
3.94,0.077693,-0.11823,0.886589
3.944,0.041799,-0.065224,0.954072
3.948,0.145812,-0.034454,0.846549
3.952,0.067547,-0.025445,0.86134
3.956,0.044914,-0.038054,0.900131
3.96,0.029794,-0.017888,0.89339
3.964,0.043112,-0.045867,0.893795
3.968,-0.00751,-0.081018,0.884695
3.972,0.000726,-0.079337,0.908921
3.976,-0.029078,-0.026662,0.921064
3.98,0.042257,-0.045865,0.889941
3.984,-0.040848,-0.006235,0.810956
3.988,-0.031676,-0.012387,0.899507
3.992,-0.00693,-0.037242,0.952072
3.996,-0.032666,-0.073059,0.870587
4.0,-0.36774,0.293857,0.760486
4.0040000000000004,0.232393,-0.150272,0.86311
4.008,-0.015764,-0.035268,0.827136
4.0120000000000005,0.372183,-0.033481,0.76657
4.016,0.022754,0.05869,0.756965
4.0200000000000005,0.043853,0.039713,0.788117
4.024,0.05976,0.038202,0.836051
4.0280000000000005,-0.018918,0.051374,0.864965
4.032,0.077313,-0.207254,0.867766
4.0360000000000005,-0.09116,0.100648,0.779451
4.04,0.102426,-0.021825,0.839444
4.0440000000000005,0.095171,-0.191729,0.858974
4.048,-0.005816,-0.039456,0.799397
4.0520000000000005,0.080286,-0.029797,0.914352
4.056,-0.084437,0.039667,0.813862
4.0600000000000005,0.27703,-0.09022,0.983387
4.064,-0.075199,-0.135656,0.815956
4.0680000000000005,-0.023203,0.025684,0.856538
4.072,-0.003202,0.049674,0.865839
4.0760000000000005,0.046916,-0.070225,0.839285
4.08,0.002383,-0.047756,0.769633
4.0840000000000005,0.043237,-0.144441,0.913103
4.088,0.010917,-0.06664,0.896008
4.0920000000000005,0.091969,-0.019066,0.854705
4.096,0.080363,0.005848,0.866091
4.1,-0.116566,0.065573,0.748451
4.104,-0.01199,0.09267,0.815042
4.108,0.004003,0.054701,0.843462
4.112,-0.058154,0.105902,0.833694
4.116,0.009676,0.061182,0.814334
4.12,-0.034062,0.06048,0.766395
4.124,0.018996,-0.04268,0.792765
4.128,-0.001725,0.018448,0.838275
4.132,0.027663,0.010685,0.795189
4.136,0.115412,-0.0605,0.835864
4.14,0.075236,-0.084214,0.840724
4.144,0.095022,-0.063876,0.852678
4.148,0.128941,-0.120138,0.823895
4.152,0.089546,-0.021517,0.847681
4.156,0.065421,-0.0529,0.802056
4.16,0.022539,-0.06129,0.902508
4.164,-0.000694,-0.021215,0.928648
4.168,-0.025822,-0.013106,0.830251
4.172,0.029105,0.013046,0.884933
4.176,-0.00877,0.038452,0.807914
4.18,0.040956,0.05903,0.814629
4.184,-0.04934,0.01631,0.771272
4.188,-0.153404,0.067006,0.780677
4.192,0.052696,0.159463,0.746679
4.196,-0.040677,0.173965,0.758629
4.2,-0.097947,0.052784,0.789946
4.204,-0.03486,0.011841,0.77325
4.208,0.000913,0.02855,0.813947
4.212,0.01243,-0.027691,0.818762
4.216,0.103071,0.008585,0.873587
4.22,-0.013893,0.046981,0.818546
4.224,0.069056,-0.020712,0.768264
4.228,7e-06,-0.019146,0.813902
4.232,0.000775,0.009771,0.775671
4.236,0.095318,-0.078045,0.895341
4.24,0.090138,-0.054281,0.777934
4.244,0.073429,-0.202966,0.813994
4.248,0.08922,-0.289297,1.048742
4.252,0.079223,-0.243092,0.852491
4.256,-0.050207,0.071371,0.775843
4.26,0.014482,-0.03626,0.835729
4.264,-0.094659,-0.286032,0.948642
4.268,-0.292994,-0.213174,0.678741
4.272,-0.004775,-0.163003,0.992464
4.276,-0.772822,0.041259,0.696686
4.28,0.053903,0.635834,0.805983
4.284,0.045298,0.13064,0.788833
4.288,0.047687,-0.081264,0.841247
4.292,-5.318255,2.930167,-0.240673
4.296,1.436003,-2.302269,7.571218
4.3,-10.882353,4.352952,3.834168
4.304,-5.800178,4.381127,4.623628
4.308,3.089752,-1.168957,5.180199
4.312,-2.625832,-5.276649,-0.977893
4.316,-18.180696,8.453571,4.837978
4.32,-0.836285,-2.357314,2.588589
4.324,-3.965799,5.052437,6.311123
4.328,-17.863235,4.729975,9.142933
4.332,-17.701208,1.089225,10.000422
4.336,-8.466874,-2.747595,10.012934
4.34,17.367252,-14.849895,3.902833
4.344,21.137136,-8.582503,-20.236914
4.348,-1.005594,12.117018,-17.839607
4.352,-17.927824,10.64042,9.961143
4.356,4.576841,-13.48131,9.951403
4.36,20.980831,-6.923711,-18.435934
4.364,-16.699732,14.268038,-5.365679
4.368,6.78232,-16.774288,9.941698
4.372,-1.026572,13.563725,-25.926764
4.376,-17.339005,3.533008,9.936649
4.38,1.789075,9.087457,-19.670906
4.384,-13.942674,3.11034,9.948829
4.388,-10.987104,12.873309,-17.733316
4.392,17.805813,-16.887678,9.951822
4.396,-15.19256,16.79402,-9.011779
4.4,21.132673,-20.148108,-7.156227
4.404,-16.302633,11.810851,9.962753
4.408,-15.41234,13.851565,-14.083247
4.412,21.193043,-20.37846,1.071686
4.416,-17.390034,12.958148,9.991845
4.42,-14.597947,12.505104,-14.288114
4.424,21.259943,-20.613213,2.153196
4.428,-15.846619,10.589311,10.02449
4.432,-15.926389,12.896502,-12.477667
4.436,21.326662,-20.73823,-2.903676
4.44,-9.337116,7.131128,10.041653
4.444,-16.550657,16.92201,-12.472754
4.448,21.325066,-20.793276,-6.57374
4.452,-3.878913,0.190229,10.034036
4.456,-16.22864,14.467484,-7.568847
4.46,16.680826,-19.615004,-9.130136
4.464,6.25434,-6.985266,9.999787
4.468,-16.781258,14.260442,-0.131342
4.472,2.395326,-7.421064,-10.991116
4.476,16.761627,-13.180858,9.959214
4.48,-16.279011,14.390038,2.777556
4.484,-5.899468,-1.25753,-11.489241
4.488,21.341301,-20.405695,10.049031
4.492,-15.959987,14.050277,7.527442
4.496,-12.026097,8.623293,-14.395871
4.5,21.411963,-21.18141,6.509865
4.5040000000000004,-15.05652,11.475476,10.132318
4.508,-13.983647,7.328211,-12.356056
4.5120000000000005,21.499434,-21.349022,3.049517
4.516,-13.84405,10.658122,10.177832
4.5200000000000005,-16.693537,10.705327,-13.403633
4.524,21.556244,-21.480257,0.187925
4.5280000000000005,-13.153505,7.597368,10.210868
4.532,-16.75136,10.876393,-12.998711
4.5360000000000005,21.606287,-21.552502,-1.777377
4.54,-13.768171,9.174293,10.239241
4.5440000000000005,-17.414139,13.248835,-12.507523
4.548,21.643232,-21.645077,-0.518957
4.5520000000000005,-10.87477,7.34233,10.260713
4.556,-16.577877,15.180388,-13.714478
4.5600000000000005,21.644226,-21.682011,-3.727207
4.564,-11.051184,6.405654,10.267934
4.5680000000000005,-17.403585,15.007776,-12.082669
4.572,21.65016,-21.702122,-3.898709
4.5760000000000005,-9.520123,3.271484,10.266809
4.58,-17.005819,13.737588,-11.812991
4.5840000000000005,21.64463,-21.652685,-7.069785
4.588,-7.761519,3.344337,10.252868
4.5920000000000005,-15.989028,17.311165,-12.326028
4.596,21.60318,-21.624428,-6.749406
4.6000000000000005,-3.7387,-0.328641,10.223513
4.604,-17.33676,14.099816,-9.11608
4.6080000000000005,21.556238,-21.529675,-7.33693
4.612,-2.453243,-2.367947,10.189798
4.616,-14.897283,17.507957,-8.665216
4.62,21.477234,-20.61022,-8.522836
4.624,-0.345755,-3.898312,10.14153
4.628,-17.181871,14.035265,-6.942844
4.632,20.108032,-21.252552,-8.37177
4.636,-1.227979,-3.812609,10.108241
4.64,-16.447151,15.775488,-5.997056
4.644,19.96022,-20.737217,-8.119061
4.648,0.214598,-3.720264,10.073078
4.652,-16.26181,15.054476,-7.61892
4.656,21.267191,-18.10183,-9.683568
4.66,-0.386053,-2.648563,10.041278
4.664,-15.575685,17.676966,-8.860928
4.668,21.155094,-18.803194,-7.764724
4.672,0.040848,-3.394459,10.016593
4.676,-16.190889,15.375749,-5.257041
4.68,17.024729,-17.985144,-8.583724
4.684,2.861206,-4.632295,9.986425
4.688,-16.440859,17.026176,-4.286517
4.692,10.149255,-12.288667,-11.300155
4.696,8.892986,-9.725381,9.942115
4.7,-16.081821,15.233781,-2.002127
4.704,-0.54469,-5.42948,-12.388259
4.708,17.810698,-14.015467,9.917952
4.712,-15.820386,13.348094,6.219524
4.716,-12.492414,7.904985,-12.700913
4.72,21.085421,-20.462772,5.729632
4.724,-14.056657,9.701039,8.857804
4.728,-17.869299,9.144652,-12.753727
4.732,21.200714,-20.626574,-0.429975
4.736,-4.865892,6.72474,10.002158
4.74,-16.193832,18.212751,-10.249196
4.744,19.120544,-9.95741,-8.40439
4.748,8.830177,-8.721442,9.955858
4.752,-16.4811,9.387832,-1.967383
4.756,-11.248588,-0.954022,-13.900975
4.76,21.228258,-19.949894,8.327024
4.764,-10.787199,14.187914,9.960773
4.768,-16.582863,14.720196,-9.11229
4.772,21.228205,-17.266695,-4.419207
4.776,-0.669568,1.150182,9.952472
4.78,-17.873461,12.721661,-10.142329
4.784,2.986814,-12.119771,-12.244299
4.788,17.369532,-19.433039,9.939764
4.792,-13.891947,14.040527,9.819121
4.796,-13.939308,11.394201,-9.999179
4.8,21.229858,-17.698822,1.092184
4.804,-8.992135,8.629302,9.968051
4.808,-17.817167,16.468554,-15.853762
4.812,21.252495,-19.863098,-10.226948
4.816,3.030166,-9.881237,9.948679
4.82,-16.716604,13.051261,1.254326
4.824,0.014629,-5.848477,-6.241417
4.828,21.164917,-11.323016,9.938462
4.832,-14.353599,14.360574,7.747187
4.836,-16.018753,13.756912,-16.143309
4.84,21.228647,-20.188917,-2.688469
4.844,-10.430763,1.075149,9.970651
4.848,-17.791403,13.73006,-12.952832
4.852,21.277281,-20.255804,-3.145491
4.856,3.237758,2.510428,9.964636
4.86,-15.532647,14.777833,-2.197988
4.864,5.302476,2.164061,-12.596228
4.868,16.288095,-13.689736,9.984576
4.872,-16.813744,9.73806,0.46611
4.876,-13.577225,-0.199511,-13.747059
4.88,21.247751,-21.216652,7.68374
4.884,-10.64027,13.014716,10.105925
4.888,-16.6147,15.66508,-11.928094
4.892,21.237471,-19.428305,-2.791836
4.896,-7.296879,5.102164,10.115244
4.9,-17.820694,14.614628,-14.619637
4.904,20.626892,-21.29521,-10.072037
4.908,3.23177,-9.683301,10.074172
4.912,-16.912987,12.633161,-1.758878
4.916,4.046822,-9.398128,-7.299421
4.92,18.43318,-8.395934,10.029468
4.924,-15.14498,14.125096,4.610627
4.928,-9.926319,6.951386,-14.832111
4.932,21.164124,-21.380941,5.56479
4.936,-14.919992,5.987946,9.338011
4.94,-17.803782,9.615813,-16.002203
4.944,21.267448,-21.517469,0.49745
4.948,-6.814434,9.669065,10.161669
4.952,-17.397837,17.116848,-11.80202
4.956,21.203524,-15.129164,-6.605975
4.96,-1.147309,-1.67716,10.13334
4.964,-17.368265,11.926933,-9.170127
4.968,11.28036,-18.279509,-10.599339
4.972,7.762968,-12.654955,10.073626
4.976,-16.794708,11.871568,1.662631
4.98,-0.286036,-6.83954,-10.366415
4.984,19.743252,-10.078344,10.0172
4.988,-17.252142,12.284858,5.128356
4.992,-7.785253,4.678308,-14.259552
4.996,21.205185,-21.178753,8.101797
5.0,-16.431158,7.588988,5.193654
5.0040000000000004,-16.684443,4.998874,-15.296478
5.008,21.354027,-21.461002,6.764738
5.0120000000000005,-12.526237,13.322748,10.173225
5.016,-16.469933,13.726474,-12.253143
5.0200000000000005,21.364622,-21.551186,-0.140417
5.024,-12.412694,8.817916,10.197829
5.0280000000000005,-17.683331,16.615191,-17.322136
5.032,21.377264,-21.670799,-4.506654
5.0360000000000005,-10.434722,0.79372,10.199339
5.04,-17.582972,10.082071,-11.732734
5.0440000000000005,21.416582,-21.648941,-3.323226
5.048,-3.695042,6.071974,10.205514
5.0520000000000005,-16.32489,16.589128,-12.403378
5.056,21.336491,-18.737204,-6.60942
5.0600000000000005,-2.16949,0.481787,10.176962
5.064,-16.712519,12.197024,-13.047521
5.0680000000000005,21.222694,-21.545631,-10.542848
5.072,-1.111717,-6.293483,10.130733
5.0760000000000005,-16.947269,13.315809,-10.070307
5.08,21.23332,-21.419733,-4.758165
5.0840000000000005,-6.803002,8.354966,10.131124
5.088,-17.442541,15.750085,-14.231761
5.0920000000000005,21.200333,-21.533115,-1.551388
5.096,-16.942209,12.58036,10.161345
5.1000000000000005,-15.296576,10.328671,-15.344386
5.104,21.283785,-21.757462,9.061021
5.1080000000000005,-17.836002,10.28183,5.370658
5.112,-7.963326,-3.466457,-13.200171
5.1160000000000005,20.435371,-21.111519,10.096957
5.12,-16.789524,13.937112,0.852352
5.124,5.55204,-9.891181,-9.464314
5.128,9.184678,-3.406502,10.048912
5.132,-16.147587,16.207434,-9.237161
5.136,21.272535,-18.902414,-8.291883
5.14,-10.915323,5.79602,10.047863
5.144,-17.772491,16.526739,-16.232071
5.148,21.290087,-21.006271,-0.34116
5.152,-17.550446,10.486512,10.082166
5.156,-13.539982,5.232368,-15.014161
5.16,20.042776,-21.298586,10.12089
5.164,-16.236576,12.453115,-7.703821
5.168,21.373068,-21.227531,-4.79659
5.172,-17.782091,17.888056,10.139916
5.176,5.854424,-5.467361,-13.942584
5.18,-17.833872,11.540312,10.06458
5.184,-5.60153,7.032205,-17.235905
5.188,-17.65906,9.618772,10.174379
5.192,-0.842888,6.102977,-16.938597
5.196,-17.556879,11.73665,10.293073
5.2,19.183212,-14.054751,-11.68189
5.204,-17.680927,15.830267,8.207455
5.208,21.36108,-21.387791,3.147596
5.212,-13.713094,11.388036,-15.107756
5.216,12.108472,-21.549114,10.164161
5.22,0.256514,7.466537,-24.514837
5.224,-17.751535,3.519805,10.283226
5.228,21.255133,-14.982895,-10.958746
5.232,-17.876488,16.35157,9.747549
5.236,21.174362,-21.441916,-5.317013
5.24,-17.957148,17.671623,6.279845
5.244,20.172607,-18.810955,-9.75399
5.248,-18.049019,14.467817,10.093051
5.252,-4.994593,1.47319,-14.094064
5.256,-1.679767,-4.442129,10.19525
5.26,-12.369142,12.811758,-17.677797
5.264,21.28196,-21.907507,10.225822
5.268,-15.395806,10.866734,-9.246307
5.272,21.261126,-21.884447,-0.615499
5.276,-17.865139,17.226818,3.659233
5.28,21.187237,-21.68804,-8.284554
5.284,-17.964132,16.160524,10.198131
5.288,6.657199,-7.030643,-14.519333
5.292,-18.017672,12.483349,10.104265
5.296,-4.293775,7.070397,-18.939779
5.3,-7.818197,1.638487,10.203522
5.304,-10.350616,12.133948,-19.677549
5.308,9.528811,-13.693489,10.251067
5.312,-14.89833,16.977795,-16.823277
5.316,21.2465,-22.089418,6.80795
5.32,-17.865744,14.210066,0.375491
5.324,14.314528,-18.696173,-12.335719
5.328,-7.475121,3.739827,10.216342
5.332,-16.346426,15.986421,-15.72743
5.336,21.218649,-21.930214,-0.518279
5.34,-17.211147,12.719898,10.260103
5.344,-15.823161,9.566656,-13.897593
5.348,21.317549,-22.146465,8.924311
5.352,-17.519709,12.79928,8.334442
5.356,-12.406425,3.770147,-13.315849
5.36,21.433189,-20.881063,10.383585
5.364,-16.128464,13.513395,5.612421
5.368,-8.16904,1.509561,-13.449705
5.372,21.519939,-18.834217,10.491684
5.376,-15.654042,12.904148,4.296237
5.38,-5.992168,-2.223662,-11.52206
5.384,20.042664,-17.341431,10.640468
5.388,-15.430308,12.600137,2.754997
5.392,-1.849475,-2.953121,-12.440846
5.396,18.465427,-15.12579,10.424142
5.4,-15.613063,13.344969,1.495567
5.404,0.036574,-5.686803,-11.060122
5.408,15.727786,-11.986688,10.310648
5.412,-14.706198,14.741843,-0.679892
5.416,3.456236,-8.366969,-12.132663
5.42,13.517101,-11.435133,10.206643
5.424,-14.540897,13.850781,-0.796315
5.428,4.840103,-11.263505,-11.128992
5.432,12.327137,-10.012732,10.127123
5.436,-15.663085,14.687175,-2.496434
5.44,4.767157,-9.4496,-11.931688
5.444,12.694818,-11.793845,10.058074
5.448,-15.67493,15.277483,-2.031063
5.452,1.32571,-6.935423,-12.814502
5.456,15.949924,-12.417253,10.006016
5.46,-16.027573,13.640026,0.765596
5.464,-0.578575,-5.514597,-11.951469
5.468,16.555658,-12.180158,9.978739
5.472,-16.731869,12.253475,2.875318
5.476,-1.349649,-6.814212,-11.789237
5.48,18.052799,-12.397293,9.9649
5.484,-16.086666,13.154187,0.951325
5.488,-2.171564,-2.865805,-13.737988
5.492,16.42403,-11.665437,9.978388
5.496,-14.662837,16.987936,-0.898436
5.5,2.358957,-6.233854,-11.420647
5.5040000000000004,12.7707,-8.750537,9.972123
5.508,-16.092697,13.874583,-1.507583
5.5120000000000005,7.082923,-13.04254,-11.027986
5.516,7.681612,-5.284362,9.969347
5.5200000000000005,-15.186123,17.477743,-6.164766
5.524,14.775222,-11.997197,-11.901421
5.5280000000000005,1.331764,1.553962,9.95491
5.532,-16.567118,19.549318,-9.573962
5.5360000000000005,21.129358,-19.001852,-8.006433
5.54,-5.507256,4.916427,9.942775
5.5440000000000005,-16.576612,17.910511,-11.998972
5.548,21.098024,-19.14196,-6.304369
5.5520000000000005,-10.048321,7.42884,9.936416
5.556,-17.527561,15.741444,-13.40742
5.5600000000000005,21.126368,-19.312656,-5.025586
5.564,-13.986279,12.471912,9.938468
5.5680000000000005,-17.083075,15.610191,-14.373791
5.572,21.163445,-19.545338,-1.84854
5.5760000000000005,-15.499969,14.866338,9.944239
5.58,-16.930113,12.277744,-13.141475
5.5840000000000005,21.235796,-19.855228,6.064616
5.588,-16.01141,12.883865,9.964072
5.5920000000000005,-14.895761,10.006474,-14.83804
5.596,21.329952,-20.156027,8.229198
5.6000000000000005,-16.437216,16.012373,7.227011
5.604,-9.53904,3.028835,-12.744081
5.6080000000000005,21.449467,-18.186584,10.026633
5.612,-15.845634,12.485875,3.950609
5.6160000000000005,-4.199516,-4.19418,-13.012466
5.62,16.139742,-13.226811,10.013779
5.6240000000000006,-14.798966,16.7328,-0.895057
